,Location,Number of rooms,Floor number,Area of apartment,Price,Currency,Date,Condition,Document status
8505,Gənclik m.,4 otaqlı,10/22 mərtəbə,210 m²,490 000,AZN,2024-09-17,Təmirli,Çıxarış var
8506,Nəriman Nərimanov m.,4 otaqlı,6/16 mərtəbə,230 m²,650 000,AZN,2024-08-18,Təmirli,Çıxarış var
8507,İçəri Şəhər m.,4 otaqlı,4/12 mərtəbə,155 m²,679 000,AZN,2024-10-17,Təmirli,Çıxarış var
8508,Masazır q.,3 otaqlı,3/6 mərtəbə,90 m²,100 000,AZN,2024-10-29,Təmirli,Çıxarış var
8509,20 Yanvar m.,2 otaqlı,9/20 mərtəbə,90 m²,200 000,AZN,2024-07-01,Təmirsiz,Çıxarış var
8510,8 Noyabr m.,2 otaqlı,13/27 mərtəbə,107 m²,320 000,AZN,2024-11-16,Təmirli,Çıxarış var
8511,Nəsimi r.,3 otaqlı,12/16 mərtəbə,105 m²,345 000,AZN,2024-11-16,Təmirli,Çıxarış var
8512,Ağ şəhər q.,3 otaqlı,3/7 mərtəbə,99.4 m²,586 500,AZN,2024-10-29,Təmirsiz,Müqavilə
8513,20 Yanvar m.,3 otaqlı,9/20 mərtəbə,78.7 m²,224 295,AZN,2024-05-08,Təmirli,Müqavilə
8514,Zığ q.,3 otaqlı,2/14 mərtəbə,89.2 m²,120 420,AZN,2024-09-17,Təmirsiz,Müqavilə
8515,Binəqədi q.,3 otaqlı,7/14 mərtəbə,87 m²,121 800,AZN,2024-11-19,Təmirsiz,Müqavilə
8516,Şah İsmayıl Xətai m.,3 otaqlı,20/20 mərtəbə,92 m²,198 000,AZN,2024-11-16,Təmirli,Çıxarış var
8517,Nəsimi r.,2 otaqlı,5/17 mərtəbə,86 m²,290 000,AZN,2024-11-14,Təmirli,Çıxarış var
8518,İnşaatçılar m.,3 otaqlı,9/16 mərtəbə,103 m²,280 000,AZN,2024-07-22,Təmirli,Çıxarış var
8519,Şah İsmayıl Xətai m.,3 otaqlı,3/24 mərtəbə,157 m²,350 000,AZN,2024-09-16,Təmirli,Çıxarış var
8520,Şah İsmayıl Xətai m.,3 otaqlı,17/20 mərtəbə,184 m²,365 000,AZN,2024-02-01,Təmirli,Çıxarış var
8521,8 Noyabr m.,2 otaqlı,25/27 mərtəbə,100 m²,245 000,AZN,2024-11-04,Təmirsiz,Çıxarış var
8522,Şah İsmayıl Xətai m.,3 otaqlı,7/21 mərtəbə,101 m²,350 000,AZN,2024-03-14,Təmirli,Çıxarış var
8523,Şah İsmayıl Xətai m.,3 otaqlı,11/21 mərtəbə,81 m²,279 000,AZN,2024-04-26,Təmirli,Çıxarış var
8524,Nəriman Nərimanov m.,3 otaqlı,7/17 mərtəbə,130.7 m²,217 000,AZN,2024-11-12,Təmirsiz,Çıxarış var
8525,Şah İsmayıl Xətai m.,3 otaqlı,19/21 mərtəbə,104 m²,340 000,AZN,2024-10-29,Təmirli,Çıxarış var
8526,İnşaatçılar m.,2 otaqlı,5/12 mərtəbə,60 m²,135 000,AZN,2024-11-16,Təmirli,Çıxarış var
8527,Badamdar q.,2 otaqlı,16/17 mərtəbə,75 m²,173 000,AZN,2024-11-07,Təmirli,Müqavilə
8528,İnşaatçılar m.,3 otaqlı,10/16 mərtəbə,126 m²,325 000,AZN,2024-11-16,Təmirli,Çıxarış var
8529,8-ci kilometr q.,3 otaqlı,9/14 mərtəbə,145 m²,295 000,AZN,2024-07-27,Təmirli,Çıxarış var
8530,Əhmədli q.,4 otaqlı,2/16 mərtəbə,116 m²,280 000,AZN,2024-02-11,Təmirli,Müqavilə
8531,Həzi Aslanov m.,3 otaqlı,10/14 mərtəbə,81 m²,165 000,AZN,2024-07-18,Təmirli,Çıxarış var
8532,8 Noyabr m.,3 otaqlı,9/20 mərtəbə,168 m²,407 000,AZN,2024-07-29,Təmirli,Çıxarış var
8533,Həzi Aslanov m.,3 otaqlı,4/14 mərtəbə,137.5 m²,199 000,AZN,2024-09-17,Təmirsiz,Müqavilə
8534,Həzi Aslanov m.,3 otaqlı,15/17 mərtəbə,101 m²,210 000,AZN,2024-03-21,Təmirli,Çıxarış var
8535,Xətai r.,2 otaqlı,11/19 mərtəbə,75 m²,189 000,AZN,2024-11-16,Təmirli,Müqavilə
8536,Əhmədli m.,2 otaqlı,9/17 mərtəbə,65 m²,165 000,AZN,2024-10-17,Təmirli,Müqavilə
8537,Azadlıq Prospekti m.,3 otaqlı,11/16 mərtəbə,98 m²,229 000,AZN,2024-07-25,Təmirli,Çıxarış var
8538,Nizami m.,2 otaqlı,15/20 mərtəbə,91 m²,315 000,AZN,2024-04-14,Təmirsiz,Çıxarış var
8539,8 Noyabr m.,4 otaqlı,15/16 mərtəbə,360 m²,530 000,AZN,2024-09-24,Təmirli,Çıxarış var
8540,Nəsimi r.,4 otaqlı,5/16 mərtəbə,197 m²,551 600,AZN,2024-03-26,Təmirsiz,Çıxarış var
8541,7-ci mikrorayon q.,2 otaqlı,18/19 mərtəbə,60 m²,147 000,AZN,2024-09-16,Təmirli,Çıxarış var
8542,Azadlıq Prospekti m.,3 otaqlı,10/13 mərtəbə,110 m²,253 095,AZN,2024-11-15,Təmirsiz,Müqavilə
8543,Həzi Aslanov q.,2 otaqlı,4/14 mərtəbə,66.7 m²,145 000,AZN,2024-06-29,Təmirli,Çıxarış var
8544,Nərimanov r.,3 otaqlı,16/18 mərtəbə,150 m²,355 000,AZN,2024-11-16,Təmirli,Çıxarış var
8545,20 Yanvar m.,2 otaqlı,2/12 mərtəbə,82 m²,122 000,AZN,2024-11-13,Təmirsiz,Müqavilə
8546,Şah İsmayıl Xətai m.,3 otaqlı,13/21 mərtəbə,93 m²,235 000,AZN,2024-11-08,Təmirsiz,Çıxarış var
8547,Nərimanov r.,2 otaqlı,10/18 mərtəbə,49 m²,202 000,AZN,2024-11-16,Təmirli,Çıxarış var
8548,Nizami m.,3 otaqlı,9/14 mərtəbə,133 m²,375 000,AZN,2024-11-13,Təmirsiz,Çıxarış var
8549,Nizami m.,4 otaqlı,6/20 mərtəbə,210 m²,615 000,AZN,2024-10-12,Təmirli,Çıxarış var
8550,Nəsimi m.,3 otaqlı,10/18 mərtəbə,110 m²,249 000,AZN,2024-10-24,Təmirli,Çıxarış var
8551,İnşaatçılar m.,2 otaqlı,3/16 mərtəbə,80 m²,210 000,AZN,2024-11-16,Təmirli,Müqavilə
8552,28 May m.,2 otaqlı,7/16 mərtəbə,108 m²,278 000,AZN,2024-09-20,Təmirsiz,Müqavilə
8553,Nəsimi m.,3 otaqlı,16/17 mərtəbə,98 m²,260 000,AZN,2024-10-25,Təmirli,Çıxarış var
8554,İnşaatçılar m.,5 otaqlı,16/18 mərtəbə,210 m²,329 000,AZN,2024-07-04,Təmirli,Çıxarış var
8555,Nəsimi r.,2 otaqlı,13/13 mərtəbə,55 m²,175 000,AZN,2024-10-07,Təmirli,Çıxarış var
8556,Nəriman Nərimanov m.,3 otaqlı,16/17 mərtəbə,130 m²,278 000,AZN,2024-11-16,Təmirli,Çıxarış var
8557,Dərnəgül m.,3 otaqlı,6/18 mərtəbə,80 m²,235 000,AZN,2024-11-06,Təmirli,Çıxarış var
8558,Əhmədli m.,3 otaqlı,9/11 mərtəbə,110 m²,150 000,AZN,2024-11-13,Təmirsiz,Çıxarış var
8559,Nəsimi r.,4 otaqlı,19/19 mərtəbə,175 m²,270 000,AZN,2024-11-12,Təmirli,Müqavilə
8560,Şah İsmayıl Xətai m.,3 otaqlı,17/19 mərtəbə,185 m²,375 000,AZN,2024-09-07,Təmirli,Çıxarış var
8561,Binəqədi r.,2 otaqlı,19/19 mərtəbə,70 m²,197 000,AZN,2024-11-01,Təmirli,Müqavilə
8562,Elmlər Akademiyası m.,5 otaqlı,17/19 mərtəbə,250 m²,600 000,AZN,2024-05-10,Təmirli,Çıxarış var
8563,Şah İsmayıl Xətai m.,2 otaqlı,10/16 mərtəbə,83 m²,205 000,AZN,2024-10-09,Təmirsiz,Müqavilə
8564,Şah İsmayıl Xətai m.,3 otaqlı,16/17 mərtəbə,112 m²,237 000,AZN,2024-10-26,Təmirli,Çıxarış var
8565,Memar Əcəmi m.,5 otaqlı,5/13 mərtəbə,250 m²,600 000,AZN,2024-10-29,Təmirli,Çıxarış var
8566,Şah İsmayıl Xətai m.,3 otaqlı,6/16 mərtəbə,123 m²,350 000,AZN,2024-11-05,Təmirli,Çıxarış var
8567,Həzi Aslanov m.,3 otaqlı,10/14 mərtəbə,87 m²,167 000,AZN,2024-11-07,Təmirli,Müqavilə
8568,28 May m.,4 otaqlı,6/16 mərtəbə,155 m²,403 000,AZN,2024-09-12,Təmirsiz,Müqavilə
8569,Koroğlu m.,2 otaqlı,14/16 mərtəbə,108.2 m²,334 879,AZN,2024-10-16,Təmirli,Müqavilə
8570,Nəsimi r.,2 otaqlı,16/17 mərtəbə,93.6 m²,299 520,AZN,2023-10-03,Təmirsiz,Çıxarış var
8571,28 May m.,3 otaqlı,4/16 mərtəbə,110 m²,360 000,AZN,2024-10-24,Təmirli,Müqavilə
8572,Xalqlar Dostluğu m.,3 otaqlı,12/17 mərtəbə,138 m²,268 000,AZN,2024-11-02,Təmirsiz,Çıxarış var
8573,Şah İsmayıl Xətai m.,2 otaqlı,17/18 mərtəbə,70 m²,209 000,AZN,2024-11-08,Təmirli,Müqavilə
8574,28 May m.,6 otaqlı,16/22 mərtəbə,370 m²,1 200 000,AZN,2024-11-16,Təmirli,Müqavilə
8575,Həzi Aslanov m.,3 otaqlı,14/17 mərtəbə,120 m²,292 000,AZN,2024-11-16,Təmirli,Çıxarış var
8576,Badamdar q.,3 otaqlı,16/18 mərtəbə,100 m²,259 000,AZN,2024-11-16,Təmirli,Çıxarış var
8577,Dərnəgül m.,3 otaqlı,2/17 mərtəbə,85 m²,150 000,AZN,2024-10-12,Təmirli,Çıxarış var
8578,28 May m.,3 otaqlı,10/15 mərtəbə,108 m²,347 000,AZN,2024-09-02,Təmirli,Çıxarış var
8579,Şah İsmayıl Xətai m.,3 otaqlı,19/21 mərtəbə,95 m²,340 000,AZN,2024-10-16,Təmirli,Çıxarış var
8580,Şah İsmayıl Xətai m.,2 otaqlı,5/18 mərtəbə,68 m²,209 000,AZN,2024-11-08,Təmirli,Müqavilə
8581,Şah İsmayıl Xətai m.,3 otaqlı,6/17 mərtəbə,126 m²,350 000,AZN,2024-11-08,Təmirli,Çıxarış var
8582,Neftçilər m.,3 otaqlı,17/17 mərtəbə,104 m²,184 000,AZN,2024-11-16,Təmirli,Müqavilə
8583,Gənclik m.,2 otaqlı,7/11 mərtəbə,62 m²,209 999,AZN,2024-11-16,Təmirli,Çıxarış var
8584,Xətai r.,3 otaqlı,9/20 mərtəbə,162 m²,515 000,AZN,2024-10-14,Təmirsiz,Müqavilə
8585,Nəriman Nərimanov m.,4 otaqlı,3/14 mərtəbə,142 m²,330 000,AZN,2024-10-16,Təmirli,Çıxarış var
8586,Biləcəri q.,2 otaqlı,4/16 mərtəbə,80.5 m²,162 000,AZN,2024-09-16,Təmirli,Çıxarış var
8587,Nərimanov r.,3 otaqlı,8/17 mərtəbə,110 m²,300 000,AZN,2024-11-16,Təmirli,Çıxarış var
8588,Nəsimi m.,5 otaqlı,4/17 mərtəbə,250 m²,360 000,AZN,2024-10-16,Təmirli,Çıxarış var
8589,Nizami m.,2 otaqlı,6/17 mərtəbə,80 m²,318 998,AZN,2024-10-17,Təmirli,Çıxarış var
8590,Gənclik m.,3 otaqlı,4/10 mərtəbə,109 m²,248 000,AZN,2024-10-30,Təmirli,Çıxarış var
8591,Həzi Aslanov m.,3 otaqlı,11/16 mərtəbə,120 m²,208 000,AZN,2024-11-16,Təmirsiz,Çıxarış var
8592,Zığ q.,3 otaqlı,4/11 mərtəbə,116 m²,115 000,AZN,2024-08-28,Təmirsiz,Müqavilə
8593,20 Yanvar m.,2 otaqlı,4/16 mərtəbə,60 m²,145 000,AZN,2024-11-16,Təmirli,Çıxarış var
8594,Koroğlu m.,4 otaqlı,14/16 mərtəbə,176.5 m²,389 700,AZN,2024-11-21,Təmirsiz,Müqavilə
8595,Yeni Yasamal q.,2 otaqlı,15/17 mərtəbə,66 m²,123 000,AZN,2024-10-14,Təmirli,Müqavilə
8596,Şah İsmayıl Xətai m.,3 otaqlı,18/19 mərtəbə,95 m²,241 000,AZN,2024-11-21,Təmirli,Müqavilə
8597,Bayıl q.,4 otaqlı,7/11 mərtəbə,240.7 m²,794 310,AZN,2024-05-07,Təmirsiz,Müqavilə
8598,Gənclik m.,2 otaqlı,11/17 mərtəbə,70 m²,195 000,AZN,2024-10-23,Təmirli,Çıxarış var
8599,Bayıl q.,3 otaqlı,3/11 mərtəbə,191.8 m²,580 195,AZN,2024-04-30,Təmirsiz,Müqavilə
8600,28 May m.,3 otaqlı,5/18 mərtəbə,118 m²,388 500,AZN,2024-09-17,Təmirli,Müqavilə
8601,Masazır q.,2 otaqlı,2/6 mərtəbə,80 m²,78 000,AZN,2024-10-09,Təmirli,Müqavilə
8602,Bakmil m.,3 otaqlı,3/14 mərtəbə,117 m²,279 000,AZN,2024-11-16,Təmirli,Çıxarış var
8603,Yasamal q.,4 otaqlı,16/22 mərtəbə,176 m²,285 000,AZN,2024-11-16,Təmirli,Müqavilə
8604,Əhmədli m.,2 otaqlı,12/17 mərtəbə,82 m²,165 000,AZN,2024-11-16,Təmirli,Çıxarış var
8605,Nəriman Nərimanov m.,2 otaqlı,14/17 mərtəbə,98 m²,345 000,AZN,2024-10-17,Təmirli,Çıxarış var
8606,28 May m.,2 otaqlı,12/18 mərtəbə,55 m²,166 000,AZN,2024-11-16,Təmirli,Müqavilə
8607,Elmlər Akademiyası m.,3 otaqlı,4/16 mərtəbə,130 m²,470 000,AZN,2024-10-05,Təmirsiz,Çıxarış var
8608,Bakmil m.,3 otaqlı,3/17 mərtəbə,117 m²,279 000,AZN,2024-11-16,Təmirli,Çıxarış var
8609,Nəriman Nərimanov m.,2 otaqlı,7/16 mərtəbə,80 m²,205 000,AZN,2024-11-12,Təmirli,Çıxarış var
8610,İnşaatçılar m.,4 otaqlı,16/20 mərtəbə,142 m²,230 000,AZN,2024-06-19,Təmirli,Çıxarış var
8611,Qara Qarayev m.,3 otaqlı,7/14 mərtəbə,117 m²,216 500,AZN,2024-11-16,Təmirsiz,Müqavilə
8612,20 Yanvar m.,2 otaqlı,16/19 mərtəbə,105 m²,205 000,AZN,2024-08-13,Təmirsiz,Çıxarış var
8613,Koroğlu m.,4 otaqlı,12/16 mərtəbə,172.8 m²,381 000,AZN,2024-11-11,Təmirsiz,Müqavilə
8614,Gənclik m.,2 otaqlı,5/18 mərtəbə,120 m²,255 000,AZN,2024-11-05,Təmirli,Müqavilə
8615,Masazır q.,2 otaqlı,6/6 mərtəbə,58 m²,62 000,AZN,2024-11-16,Təmirli,Çıxarış var
8616,Koroğlu m.,3 otaqlı,11/22 mərtəbə,121 m²,275 000,AZN,2024-11-11,Təmirli,Çıxarış var
8617,Nəriman Nərimanov m.,2 otaqlı,9/14 mərtəbə,55 m²,176 000,AZN,2024-09-17,Təmirsiz,Müqavilə
8618,Neftçilər m.,2 otaqlı,7/14 mərtəbə,62 m²,155 000,AZN,2024-11-09,Təmirli,Çıxarış var
8619,Elmlər Akademiyası m.,3 otaqlı,2/10 mərtəbə,135 m²,390 000,AZN,2024-11-05,Təmirli,Çıxarış var
8620,İçəri Şəhər m.,3 otaqlı,3/16 mərtəbə,82 m²,210 000,AZN,2024-11-16,Təmirli,Çıxarış var
8621,İnşaatçılar m.,3 otaqlı,7/16 mərtəbə,100 m²,289 000,AZN,2024-10-15,Təmirli,Çıxarış var
8622,Gənclik m.,2 otaqlı,2/8 mərtəbə,90 m²,260 000,AZN,2024-11-16,Təmirli,Çıxarış var
8623,Azadlıq Prospekti m.,2 otaqlı,6/15 mərtəbə,100 m²,220 000,AZN,2022-06-27,Təmirsiz,Çıxarış var
8624,7-ci mikrorayon q.,2 otaqlı,11/19 mərtəbə,95 m²,183 000,AZN,2024-11-01,Təmirli,Çıxarış var
8625,Nəsimi r.,3 otaqlı,13/16 mərtəbə,100 m²,325 000,AZN,2024-10-18,Təmirli,Çıxarış var
8626,Nizami m.,5 otaqlı,15/16 mərtəbə,278 m²,1 045 280,AZN,2024-11-03,Təmirsiz,Müqavilə
8627,Şah İsmayıl Xətai m.,5 otaqlı,6/7 mərtəbə,300 m²,620 000,AZN,2024-09-14,Təmirli,Çıxarış var
8628,Binəqədi r.,3 otaqlı,16/18 mərtəbə,90 m²,207 000,AZN,2024-10-15,Təmirsiz,Çıxarış var
8629,Masazır q.,3 otaqlı,1/12 mərtəbə,90 m²,119 000,AZN,2024-11-16,Təmirli,Çıxarış var
8630,İnşaatçılar m.,4 otaqlı,2/18 mərtəbə,170 m²,320 000,AZN,2024-11-16,Təmirli,Çıxarış var
8631,Yasamal r.,2 otaqlı,9/19 mərtəbə,60 m²,135 000,AZN,2024-11-16,Təmirli,Çıxarış var
8632,Qaraçuxur q.,3 otaqlı,8/16 mərtəbə,108 m²,166 000,AZN,2024-07-15,Təmirli,Müqavilə
8633,8 Noyabr m.,2 otaqlı,6/27 mərtəbə,102 m²,337 000,AZN,2024-11-16,Təmirli,Çıxarış var
8634,Yasamal r.,2 otaqlı,6/17 mərtəbə,110 m²,300 000,AZN,2024-11-16,Təmirli,Çıxarış var
8635,Gənclik m.,3 otaqlı,14/16 mərtəbə,140 m²,453 000,AZN,2024-11-16,Təmirli,Çıxarış var
8636,Bayıl q.,3 otaqlı,4/12 mərtəbə,75 m²,350 000,AZN,2024-07-25,Təmirli,Çıxarış var
8637,Qaraçuxur q.,3 otaqlı,6/14 mərtəbə,109 m²,225 000,AZN,2024-07-04,Təmirli,Çıxarış var
8638,Nəriman Nərimanov m.,2 otaqlı,5/16 mərtəbə,78.5 m²,235 000,AZN,2024-11-16,Təmirli,Çıxarış var
8639,Şah İsmayıl Xətai m.,2 otaqlı,14/18 mərtəbə,90 m²,260 000,AZN,2024-06-16,Təmirli,Çıxarış var
8640,Nəriman Nərimanov m.,3 otaqlı,11/14 mərtəbə,87 m²,239 500,AZN,2024-11-16,Təmirli,Müqavilə
8641,Zığ q.,3 otaqlı,3/11 mərtəbə,55 m²,94 000,AZN,2024-10-17,Təmirli,Müqavilə
8642,Əhmədli m.,2 otaqlı,4/7 mərtəbə,55 m²,115 000,AZN,2024-11-16,Təmirli,Müqavilə
8643,Xətai r.,2 otaqlı,11/19 mərtəbə,75 m²,189 000,AZN,2024-11-16,Təmirli,Müqavilə
8644,Nəriman Nərimanov m.,3 otaqlı,12/16 mərtəbə,90 m²,262 000,AZN,2024-11-16,Təmirli,Çıxarış var
8645,Nizami m.,2 otaqlı,6/16 mərtəbə,95 m²,329 999,AZN,2024-11-16,Təmirli,Çıxarış var
8646,İnşaatçılar m.,3 otaqlı,13/18 mərtəbə,127 m²,255 000,AZN,2024-11-16,Təmirli,Çıxarış var
8647,Şah İsmayıl Xətai m.,3 otaqlı,20/20 mərtəbə,95 m²,195 000,AZN,2024-10-24,Təmirli,Çıxarış var
8648,Masazır q.,2 otaqlı,7/9 mərtəbə,65 m²,88 000,AZN,2024-11-16,Təmirli,Çıxarış var
8649,Masazır q.,3 otaqlı,2/7 mərtəbə,63 m²,78 000,AZN,2023-11-12,Təmirli,Müqavilə
8650,İnşaatçılar m.,4 otaqlı,9/16 mərtəbə,170 m²,370 000,AZN,2024-10-17,Təmirli,Çıxarış var
8651,Şah İsmayıl Xətai m.,3 otaqlı,5/16 mərtəbə,90 m²,250 000,AZN,2024-11-16,Təmirsiz,Müqavilə
8652,28 May m.,3 otaqlı,5/18 mərtəbə,100 m²,320 000,AZN,2024-11-08,Təmirli,Müqavilə
8653,Nəsimi r.,3 otaqlı,9/16 mərtəbə,167 m²,430 000,AZN,2024-10-31,Təmirli,Çıxarış var
8654,Nəsimi r.,2 otaqlı,15/17 mərtəbə,90 m²,250 000,AZN,2024-11-07,Təmirli,Çıxarış var
8655,Şah İsmayıl Xətai m.,3 otaqlı,6/16 mərtəbə,110 m²,355 000,AZN,2024-10-25,Təmirli,Çıxarış var
8656,Elmlər Akademiyası m.,3 otaqlı,14/17 mərtəbə,130 m²,340 000,AZN,2024-06-28,Təmirli,Çıxarış var
8657,Nəsimi r.,4 otaqlı,4/7 mərtəbə,216 m²,570 000,AZN,2024-11-16,Təmirsiz,Çıxarış var
8658,20 Yanvar m.,3 otaqlı,2/17 mərtəbə,105 m²,270 000,AZN,2024-09-17,Təmirli,Çıxarış var
8659,Şah İsmayıl Xətai m.,3 otaqlı,12/16 mərtəbə,137 m²,340 000,AZN,2024-11-14,Təmirli,Çıxarış var
8660,8 Noyabr m.,4 otaqlı,4/27 mərtəbə,178 m²,449 000,AZN,2024-09-13,Təmirli,Çıxarış var
8661,Xətai r.,4 otaqlı,16/20 mərtəbə,155 m²,260 000,AZN,2024-09-05,Təmirsiz,Çıxarış var
8662,Nəsimi r.,2 otaqlı,12/14 mərtəbə,65 m²,174 500,AZN,2024-10-17,Təmirli,Çıxarış var
8663,Elmlər Akademiyası m.,4 otaqlı,7/16 mərtəbə,135 m²,370 000,AZN,2024-11-16,Təmirli,Çıxarış var
8664,Badamdar q.,3 otaqlı,10/13 mərtəbə,138 m²,285 000,AZN,2024-10-17,Təmirli,Çıxarış var
8665,İnşaatçılar m.,3 otaqlı,21/23 mərtəbə,125 m²,320 000,AZN,2024-08-12,Təmirli,Çıxarış var
8666,Sahil m.,4 otaqlı,10/12 mərtəbə,167 m²,550 000,AZN,2024-08-17,Təmirli,Çıxarış var
8667,Həzi Aslanov m.,3 otaqlı,11/18 mərtəbə,118 m²,218 000,AZN,2024-10-15,Təmirli,Çıxarış var
8668,8 Noyabr m.,3 otaqlı,26/27 mərtəbə,149 m²,409 000,AZN,2024-04-18,Təmirli,Çıxarış var
8669,İnşaatçılar m.,2 otaqlı,15/18 mərtəbə,64 m²,170 000,AZN,2024-04-22,Təmirli,Çıxarış var
8670,8 Noyabr m.,2 otaqlı,6/27 mərtəbə,102 m²,340 000,AZN,2024-11-16,Təmirli,Çıxarış var
8671,Nəsimi m.,3 otaqlı,14/18 mərtəbə,146 m²,275 000,AZN,2024-10-21,Təmirli,Çıxarış var
8672,Həzi Aslanov q.,3 otaqlı,7/16 mərtəbə,78 m²,166 000,AZN,2024-11-16,Təmirli,Çıxarış var
8673,Binəqədi r.,2 otaqlı,9/18 mərtəbə,67 m²,167 500,AZN,2024-11-16,Təmirli,Müqavilə
8674,İnşaatçılar m.,2 otaqlı,8/20 mərtəbə,90 m²,212 000,AZN,2024-11-16,Təmirli,Müqavilə
8675,8 Noyabr m.,3 otaqlı,6/7 mərtəbə,100 m²,240 000,AZN,2023-09-01,Təmirsiz,Çıxarış var
8676,Azadlıq Prospekti m.,2 otaqlı,3/18 mərtəbə,98 m²,245 000,AZN,2024-11-16,Təmirli,Müqavilə
8677,Qara Qarayev m.,3 otaqlı,13/16 mərtəbə,93 m²,194 000,AZN,2024-10-07,Təmirli,Çıxarış var
8678,8 Noyabr m.,4 otaqlı,9/14 mərtəbə,154 m²,350 000,AZN,2024-11-16,Təmirli,Çıxarış var
8679,8 Noyabr m.,4 otaqlı,3/19 mərtəbə,110 m²,265 000,AZN,2024-11-16,Təmirli,Çıxarış var
8680,Bayıl q.,3 otaqlı,3/11 mərtəbə,191.8 m²,580 195,AZN,2024-04-30,Təmirsiz,Müqavilə
8681,Nəsimi r.,3 otaqlı,16/17 mərtəbə,123 m²,393 600,AZN,2023-10-03,Təmirsiz,Çıxarış var
8682,28 May m.,4 otaqlı,6/17 mərtəbə,223 m²,870 000,AZN,2024-09-24,Təmirli,Çıxarış var
8683,Gənclik m.,3 otaqlı,13/18 mərtəbə,145 m²,379 000,AZN,2024-11-07,Təmirli,Çıxarış var
8684,Nəsimi r.,3 otaqlı,14/16 mərtəbə,150 m²,415 000,AZN,2024-11-14,Təmirsiz,Çıxarış var
8685,Sahil m.,4 otaqlı,10/12 mərtəbə,155 m²,550 000,AZN,2024-04-24,Təmirsiz,Çıxarış var
8686,Neftçilər m.,2 otaqlı,5/14 mərtəbə,53 m²,135 000,AZN,2024-10-19,Təmirli,Müqavilə
8687,Xətai r.,2 otaqlı,16/17 mərtəbə,55 m²,137 700,AZN,2024-10-26,Təmirli,Çıxarış var
8688,20 Yanvar m.,4 otaqlı,17/18 mərtəbə,210 m²,445 000,AZN,2024-08-03,Təmirli,Çıxarış var
8689,İnşaatçılar m.,4 otaqlı,8/24 mərtəbə,176 m²,300 000,AZN,2024-10-16,Təmirli,Çıxarış var
8690,Nərimanov r.,2 otaqlı,12/16 mərtəbə,91 m²,273 000,AZN,2024-10-09,Təmirli,Müqavilə
8691,Nəriman Nərimanov m.,3 otaqlı,10/12 mərtəbə,100 m²,330 000,AZN,2024-10-25,Təmirli,Çıxarış var
8692,Nəriman Nərimanov m.,2 otaqlı,15/16 mərtəbə,95 m²,247 000,AZN,2024-10-31,Təmirli,Çıxarış var
8693,Nəsimi r.,3 otaqlı,3/16 mərtəbə,141 m²,360 000,AZN,2024-10-09,Təmirsiz,Çıxarış var
8694,Yasamal r.,3 otaqlı,6/16 mərtəbə,100 m²,355 000,AZN,2024-11-08,Təmirli,Çıxarış var
8695,Yeni Yasamal q.,2 otaqlı,7/12 mərtəbə,70 m²,155 000,AZN,2024-11-16,Təmirli,Çıxarış var
8696,Həzi Aslanov m.,2 otaqlı,13/13 mərtəbə,45 m²,53 000,AZN,2024-11-16,Təmirsiz,Müqavilə
8697,Nardaran q.,2 otaqlı,2/5 mərtəbə,84.3 m²,265 000,AZN,2024-10-17,Təmirsiz,Müqavilə
8698,Nərimanov r.,2 otaqlı,14/16 mərtəbə,65 m²,205 000,AZN,2024-10-18,Təmirli,Müqavilə
8699,20 Yanvar m.,2 otaqlı,12/21 mərtəbə,83 m²,150 000,AZN,2024-11-16,Təmirli,Müqavilə
8700,Həzi Aslanov m.,2 otaqlı,13/20 mərtəbə,67 m²,145 000,AZN,2024-11-14,Təmirli,Çıxarış var
8701,Bayıl q.,2 otaqlı,7/17 mərtəbə,97 m²,195 000,AZN,2024-08-16,Təmirli,Çıxarış var
8702,Nəsimi r.,3 otaqlı,17/19 mərtəbə,152 m²,370 000,AZN,2024-11-16,Təmirli,Çıxarış var
8703,Nizami m.,4 otaqlı,16/19 mərtəbə,210 m²,642 000,AZN,2024-11-16,Təmirli,Çıxarış var
8704,İnşaatçılar m.,2 otaqlı,7/14 mərtəbə,51.3 m²,175 000,AZN,2024-10-25,Təmirli,Müqavilə
8705,Xalqlar Dostluğu m.,3 otaqlı,10/17 mərtəbə,100 m²,264 000,AZN,2024-10-27,Təmirli,Müqavilə
8706,Azadlıq Prospekti m.,3 otaqlı,8/17 mərtəbə,114 m²,255 000,AZN,2024-10-11,Təmirli,Çıxarış var
8707,Azadlıq Prospekti m.,4 otaqlı,16/17 mərtəbə,110 m²,225 000,AZN,2024-09-28,Təmirli,Çıxarış var
8708,Şah İsmayıl Xətai m.,5 otaqlı,15/16 mərtəbə,227 m²,810 000,AZN,2024-11-21,Təmirli,Çıxarış var
8709,Şah İsmayıl Xətai m.,2 otaqlı,10/16 mərtəbə,85 m²,220 000,AZN,2024-11-16,Təmirli,Çıxarış var
8710,Yasamal r.,2 otaqlı,8/20 mərtəbə,119 m²,300 000,AZN,2024-11-06,Təmirsiz,Müqavilə
8711,Nəsimi r.,4 otaqlı,4/17 mərtəbə,260 m²,750 000,AZN,2024-09-16,Təmirli,Çıxarış var
8712,Elmlər Akademiyası m.,3 otaqlı,2/16 mərtəbə,107 m²,295 000,AZN,2024-11-16,Təmirli,Çıxarış var
